"Collection Name","Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#1#1","Form URI#1#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Shelf Locator#1","Access Condition#1","Access ConditionURI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"CU Japanese and Japanese American Community History Project","Alex Kuo to Courtland H. Peterson Asian American exclusion/inclusion in School of Law's Special Academic Assistance Program ","Kuo, Alex, correspondent","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1974-12-04","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A memorandum from Alex Kuo, Assistant Vice Chancellor for Academic Affairs, to Courtland H. Peterson, Dean, School of Law, regarding School of Law’s decision to exclude Asian Americans from its Special Academic Assistance Program. ","","","Affirmative action programs in education","http://id.worldcat.org/fast/1201993","Minorities in higher education","http://id.worldcat.org/fast/17411877","Peterson, Courtland H.","http://id.loc.gov/authorities/names/no2003058483","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_chancellorOfficePapers_kuoPeterson.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","6","4768","narv_chancellorOfficePapers_kuoPeterson.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~6~272214","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_kuoPeterson.pdf"
"CU Japanese and Japanese American Community History Project","Alex Kuo to Courtland H. Peterson Regarding Asian Americans in the School of Law ","Kuo, Alex, correspondent","","Sears, Don W., author","http://id.loc.gov/authorities/names/n92063194","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1974-09-13","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from Alex Kuo, Assistant Vice Chancellor for Academic Affairs, to Courtland H. Peterson, Dean, School of Law, requesting all documents and data on decision regarding School of Law’s decision to exclude Asian Americans from its Special Academic Assistance Program. ","Includes letters from Don W. Sears to Kenneth M. Tagawa (April 1, 1971), and from Norton L. Steuben to Stuart Takeuchi (September 4, 1974)","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_chancellorOfficePapers_memorandums.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","9","4768","narv_chancellorOfficePapers_memorandums.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~9~272212","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_memorandums.pdf"
"CU Japanese and Japanese American Community History Project","Allen H. Yamakawa","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-07","","","","","","","image/jpeg","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_yamakawaAllen.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","146","4768","narv_COU3331_negatives_yamakawaAllen_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~146~272030","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_yamakawaAllen_d.jpg"
"CU Japanese and Japanese American Community History Project","Alphabetical Listing of Minority Faculty and Professional Staff","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-02-18","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","5 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Alphabetical Listing of Minority Faculty and Professional Staff separated by Employment Type","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_4_alphaList.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","33","4768","narv_facultySenateRecord_26_4_alphaList.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~33~271997","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_4_alphaList.pdf"
"CU Japanese and Japanese American Community History Project","Annual Reports of University Faculty Senate Committees","Takahara, Kumiko, author","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","1989-08-10","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","“Silver & Gold Record, Thursday, August 10, 1989” Annual Reports of University Faculty Senate Committees, Under “Minority Affairs”: annual report of the University Faculty Senate Minority Affairs Committee, April 1989, submitted by Kumiko Takahara, chair.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Minority Affairs Committee of the University Faculty Senate","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_26_7_annualReports.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","64","4768","narv_facultySenateRecord_26_7_annualReports.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~64~271959","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_annualReports.pdf"
"CU Japanese and Japanese American Community History Project","Asian Pacific American Coalition (UCSU Club Guide pg 10)","UCSU","","","","","#N/A","","","","","","","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_facultySenateRecord_28_1_UCSU_APAC.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","78","4768","narv_facultySenateRecord_28_1_UCSU_APAC.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~78~272266","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_28_1_UCSU_APAC.pdf"
"CU Japanese and Japanese American Community History Project","Association of Foreign Students of the University of Colorado Newsletter","Foreign Students Council. Newsletter Committee, editor","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newsletters
","http://id.loc.gov/authorities/genreForms/gf2014026131","Boulder (Colo.)","Foreign Student Council","February 1974","1974-02-01","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","10 pages","","application/pdf","reformatted digital","newsletters","http://vocab.getty.edu/aat/300026652","Association of Foreign Students of the University of Colorado Newsletter. Includes agenda for General Assembly scheduled on Feb. 20, [1974]","Volume II, number 4 (February, 1974).","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","Association of Foreign Students of the University of Colorado","","","","","","","","","","","","narv_cosmoClub_04_03_AFSnewsletter_02.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","104","4768","narv_cosmoClub_04_03_AFSnewsletter_02.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~104~272096","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_03_AFSnewsletter_02.pdf"
"CU Japanese and Japanese American Community History Project","Association of Foreign Students of the University of Colorado Newsletter","Foreign Students Council. Newsletter Committee, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newsletters","http://id.loc.gov/authorities/genreForms/gf2014026131","Boulder (Colo.)","","","1974-05-01","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","10 pages","","application/pdf","reformatted digital","newsletters","http://vocab.getty.edu/aat/300026652","Association of Foreign Students of the University of Colorado Newsletter. Special Issue. May 1974, vol. II, no. 7. By Foreign Student Council. One of the eleven Foreign Student Council member, Toru Hagiwara.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_05_03_AFSUCnewsletter1974.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","131","4768","narv_cosmoClub_05_03_AFSUCnewsletter1974.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~131~272040","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_05_03_AFSUCnewsletter1974.pdf"
"CU Japanese and Japanese American Community History Project","Association of Foreign Students of the University of Colorado Newsletter","Foreign Students Council. Newsletter Committee, editor","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newsletters
","http://id.loc.gov/authorities/genreForms/gf2014026131","Boulder (Colo.)","Foreign Student Council","","1973-12-01","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","7 pages","","application/pdf","reformatted digital","newsletters","http://vocab.getty.edu/aat/300026652","Association of Foreign Students of the University of Colorado Newsletter. “Clubs and activities” Japanese table: held each week. Check the Daily for time and place. ","Volume II, number 3 (December, 1973).","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","Association of Foreign Students of the University of Colorado","","","","","","","","","","","","narv_cosmoClub_04_03_AFSnewsletter_01.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","103","4768","narv_cosmoClub_04_03_AFSnewsletter_01.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~103~272098","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_03_AFSnewsletter_01.pdf"
"CU Japanese and Japanese American Community History Project","Betty Mitsunaga and Colleagues A Report to the CU Board of Regents on the Special Summer Program for Minority Students ","Mitsunaga, Betty, correspondent","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1972-03-10","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","23 pages","","application/pdf","reformatted digital","reports","http://vocab.getty.edu/aat/300027267","A report to the Board of Regents of the University of Colorado on the special summer programs for minority students by the Faculty Committee on Minority Affairs","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Mitsunaga, Betty","","","","","","","","","","narv_facultySenateRecord_22_5.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","19","4768","narv_facultySenateRecord_22_5.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~19~272011","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_22_5.pdf"
